ResponseId,Country,DevType,wexp_bin,salary_filtered,wexp_order,uses_ai
63727,United States of America,"Developer, full-stack",,,,1.0
63728,,,,,,
63729,Germany,"Developer, full-stack",3-5,,2.0,1.0
63730,,,,,,
63731,,,,,,
63732,,"Developer, embedded applications or devices",,,,
63733,,,,,,
63734,,,,,,1.0
63735,,,,,,
63736,Australia,"Developer, full-stack",,,,
63737,,,,,,
63738,,,,,,1.0
63739,,"Developer, back-end",,,,
63740,Australia,Cloud infrastructure engineer,20-30,,6.0,1.0
63741,China,"Developer, back-end",5-10,,3.0,1.0
63742,New Zealand,"Developer, full-stack",,,,1.0
63743,,DevOps specialist,,,,
63744,,,,,,
63745,,,,,,
63746,,,,,,0.0
63747,,"Developer, full-stack",,,,
63748,Canada,"Developer, back-end",,,,
63749,,,,,,
63750,,,,,,1.0
63751,Brazil,"Developer, mobile",5-10,,3.0,1.0
63752,,,,,,1.0
63753,,,,,,
63754,,,,,,
63755,Canada,"Developer, embedded applications or devices",1-3,,1.0,1.0
63756,,,,,,
63757,,,,,,
63758,,,,,,
63759,,,,,,
63760,,,,,,
63761,,,,,,
63762,Viet Nam,"Developer, AI",3-5,,2.0,1.0
63763,United States of America,Student,,,,
63764,,,,,,
63765,,,,,,
63766,,"Developer, full-stack",,,,
63767,,,,,,1.0
63768,,,,,,
63769,,,,,,
63770,,,,,,
63771,,,,,,1.0
63772,United States of America,Educator,,,,0.0
63773,India,Student,,,,1.0
63774,United States of America,Student,,,,
63775,,,,,,
63776,,,,,,1.0
63777,,,,,,1.0
63778,,,,,,1.0
63779,,,,,,0.0
63780,United States of America,"Developer, back-end",10-15,,4.0,1.0
63781,,,,,,0.0
63782,,,,,,1.0
63783,,,,,,1.0
63784,,,,,,
63785,Indonesia,"Developer, full-stack",,,,0.0
63786,,,,,,
63787,India,"Developer, full-stack",,,,
63788,,,,,,
63789,Brazil,"Developer, full-stack",,,,0.0
63790,Republic of Korea,"Developer, back-end",,,,
63791,,,,,,
63792,,"Developer, AI",,,,
63793,,,,,,
63794,Turkey,"Developer, back-end",,,,1.0
63795,,,,,,
63796,,"Developer, front-end",,,,
63797,,,,,,1.0
63798,,,,,,1.0
63799,,,,,,
63800,Pakistan,"Developer, full-stack",10-15,,4.0,1.0
63801,,,,,,
63802,India,Data engineer,,,,
63803,Germany,Other (please specify):,,,,1.0
63804,,,,,,
63805,,,,,,0.0
63806,Viet Nam,"Developer, back-end",,,,
63807,,,,,,1.0
63808,,,,,,1.0
63809,India,"Developer, full-stack",3-5,,2.0,0.0
63810,India,"Developer, back-end",,,,1.0
63811,,"Developer, back-end",,,,1.0
63812,,,,,,
63813,India,"Developer, full-stack",,,,
63814,,,,,,
63815,,,,,,
63816,,,,,,
63817,,,,,,
63818,,,,,,
63819,,,,,,1.0
63820,Poland,"Developer, back-end",,,,0.0
63821,,,,,,
63822,,,,,,1.0
63823,,,,,,1.0
63824,,"Developer, back-end",,,,
63825,,,,,,0.0
63826,,,,,,1.0
63827,,,,,,1.0
63828,,"Developer, front-end",,,,
63829,,"Developer, mobile",,,,
63830,,,,,,
63831,,,,,,1.0
63832,,"Developer, full-stack",,,,
63833,,,,,,0.0
63834,,,,,,
63835,,,,,,
63836,Viet Nam,Data scientist or machine learning specialist,1-3,,1.0,1.0
63837,Spain,"Developer, full-stack",20-30,,6.0,1.0
63838,,"Developer, full-stack",,,,
63839,,,,,,
63840,,,,,,
63841,,,,,,1.0
63842,,,,,,
63843,France,"Developer, mobile",5-10,,3.0,1.0
63844,,,,,,
63845,,,,,,
63846,South Africa,"Developer, back-end",,,,
63847,,,,,,0.0
63848,,Data engineer,,,,
63849,,"Developer, full-stack",,,,
63850,Norway,"Developer, full-stack",,,,1.0
63851,,,,,,1.0
63852,India,"Developer, full-stack",,,,0.0
63853,,,,,,1.0
63854,,System administrator,,,,
63855,,,,,,
63856,,,,,,1.0
63857,,"Developer, full-stack",,,,
63858,,,,,,0.0
63859,India,"Developer, QA or test",1-3,,1.0,0.0
63860,,,,,,
63861,,,,,,
63862,,"Developer, full-stack",,,,
63863,,,,,,0.0
63864,,,,,,
63865,Guatemala,"Developer, back-end",,,,0.0
63866,,,,,,1.0
63867,India,"Developer, back-end",5-10,,3.0,0.0
63868,,"Developer, desktop or enterprise applications",,,,1.0
63869,Finland,"Developer, front-end",5-10,,3.0,0.0
63870,,,,,,
63871,United Kingdom of Great Britain and Northern Ireland,Academic researcher,,,,1.0
63872,,"Developer, full-stack",,,,
63873,,,,,,
63874,,,,,,1.0
63875,Germany,"Developer, back-end",5-10,,3.0,0.0
63876,,,,,,
63877,Kazakhstan,Student,,,,
63878,,,,,,
63879,,"Developer, full-stack",,,,
63880,,,,,,
63881,,,,,,
63882,United States of America,Engineering manager,,,,1.0
63883,,,,,,
63884,,,,,,
63885,South Africa,"Developer, full-stack",,,,1.0
63886,,"Developer, back-end",,,,
63887,Netherlands,Student,,,,0.0
63888,,,,,,
63889,,,,,,1.0
63890,,,,,,
63891,,,,,,
63892,,"Developer, full-stack",,,,
63893,,,,,,1.0
63894,,,,,,1.0
63895,Norway,"Developer, back-end",20-30,,6.0,0.0
63896,,,,,,1.0
63897,,,,,,
63898,,"Developer, front-end",,,,
63899,,,,,,
63900,India,"Developer, full-stack",3-5,,2.0,1.0
63901,,,,,,1.0
63902,Austria,"Developer, desktop or enterprise applications",,,,0.0
63903,,,,,,
63904,,,,,,
63905,,"Developer, back-end",,,,1.0
63906,Greece,Research & Development role,,,,1.0
63907,,,,,,1.0
63908,,,,,,
63909,,,,,,1.0
63910,,"Developer, mobile",,,,
63911,,Designer,,,,
63912,,,,,,1.0
63913,,"Developer, full-stack",,,,1.0
63914,,,,,,
63915,,Data engineer,,,,
63916,,,,,,
63917,,"Developer, front-end",,,,
63918,United Kingdom of Great Britain and Northern Ireland,DevOps specialist,,,,1.0
63919,,,,,,
63920,,"Developer, back-end",,,,
63921,Ukraine,,,,,1.0
63922,,,,,,
63923,,,,,,0.0
63924,,,,,,
63925,,,,,,
63926,,,,,,1.0
63927,,,,,,
63928,,"Developer, full-stack",,,,
63929,Viet Nam,"Developer, full-stack",,,,1.0
63930,,,,,,1.0
63931,,,,,,
63932,,,,,,
63933,Austria,"Senior Executive (C-Suite, VP, etc.)",10-15,,4.0,1.0
63934,,,,,,1.0
63935,,,,,,0.0
63936,United Kingdom of Great Britain and Northern Ireland,"Developer, front-end",,,,1.0
63937,,"Developer, full-stack",,,,1.0
63938,,,,,,1.0
63939,,,,,,
63940,,,,,,1.0
63941,,"Developer, full-stack",,,,
63942,United States of America,"Developer, full-stack",15-20,,5.0,1.0
63943,France,"Engineer, site reliability",,,,0.0
63944,,,,,,
63945,Russian Federation,Student,,,,1.0
63946,,,,,,
63947,,,,,,0.0
63948,,"Developer, full-stack",,,,
63949,India,"Developer, back-end",,,,
63950,Spain,Data engineer,,,,
63951,,,,,,
63952,,"Developer, front-end",,,,
63953,,,,,,
63954,,,,,,1.0
63955,,,,,,1.0
63956,,,,,,1.0
63957,,,,,,1.0
63958,,"Developer, back-end",,,,
63959,,,,,,1.0
63960,,"Developer, game or graphics",,,,
63961,,"Developer, full-stack",,,,
63962,,,,,,1.0
63963,,Project manager,,,,
63964,,,,,,
63965,,,,,,
63966,New Zealand,Other (please specify):,,,,
63967,,"Developer, back-end",,,,0.0
63968,China,"Developer, full-stack",,,,
63969,,,,,,
63970,United Kingdom of Great Britain and Northern Ireland,"Developer, embedded applications or devices",5-10,,3.0,1.0
63971,Malawi,"Developer, AI",,,,
63972,India,"Developer, back-end",,,,
63973,,,,,,
63974,,,,,,
63975,,Other (please specify):,,,,
63976,India,"Developer, front-end",1-3,,1.0,1.0
63977,Viet Nam,Student,,,,1.0
63978,,"Developer, back-end",,,,
63979,Sweden,"Developer, full-stack",,,,1.0
63980,,,,,,1.0
63981,,,,,,
63982,,,,,,
63983,Belgium,Data scientist or machine learning specialist,,,,0.0
63984,,,,,,
63985,Malaysia,"Developer, back-end",5-10,,3.0,0.0
63986,,,,,,
63987,Slovenia,"Developer, embedded applications or devices",20-30,,6.0,1.0
63988,Algeria,"Developer, front-end",,,,1.0
63989,,,,,,
63990,,,,,,
63991,,,,,,
63992,,,,,,
63993,,,,,,1.0
63994,,Scientist,,,,
63995,,,,,,1.0
63996,Zimbabwe,"Engineer, site reliability",,,,0.0
63997,,,,,,0.0
63998,,,,,,1.0
63999,,,,,,
64000,Switzerland,Student,5-10,,3.0,0.0
64001,Germany,"Developer, back-end",,,,1.0
64002,,"Developer, front-end",,,,
64003,,,,,,
64004,Spain,System administrator,,,,0.0
64005,,,,,,
64006,,,,,,
64007,Spain,"Developer, front-end",,,,0.0
64008,,,,,,1.0
64009,,,,,,
64010,United States of America,"Developer, back-end",,,,0.0
64011,,,,,,1.0
64012,,,,,,
64013,,,,,,
64014,United Kingdom of Great Britain and Northern Ireland,"Developer, game or graphics",,,,1.0
64015,,,,,,1.0
64016,,,,,,
64017,,,,,,
64018,,,,,,1.0
64019,,Data scientist or machine learning specialist,,,,
64020,,,,,,
64021,,,,,,1.0
64022,India,"Developer, front-end",,,,1.0
64023,,,,,,
64024,,,,,,1.0
64025,,,,,,
64026,Poland,"Developer, full-stack",,,,1.0
64027,,,,,,1.0
64028,,,,,,
64029,,,,,,
64030,,,,,,
64031,Germany,DevOps specialist,,,,1.0
64032,,"Developer, back-end",,,,
64033,,"Developer, full-stack",,,,
64034,,,,,,0.0
64035,,"Developer, back-end",,,,0.0
64036,,,,,,1.0
64037,Ukraine,"Developer, back-end",,,,
64038,Netherlands,"Developer, full-stack",,,,
64039,,,,,,1.0
64040,,,,,,
64041,India,"Developer, full-stack",3-5,,2.0,1.0
64042,,"Developer, full-stack",,,,
64043,,,,,,1.0
64044,,,,,,
64045,,,,,,
64046,,,,,,
64047,United Kingdom of Great Britain and Northern Ireland,Engineering manager,20-30,,6.0,1.0
64048,Israel,"Developer, mobile",5-10,,3.0,1.0
64049,India,"Developer, back-end",,,,
64050,,"Developer, mobile",,,,
64051,,,,,,1.0
64052,,,,,,
64053,United States of America,"Developer, full-stack",,,,1.0
64054,India,"Developer, full-stack",1-3,,1.0,1.0
64055,,,,,,0.0
64056,,,,,,
64057,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",,,,0.0
64058,Poland,System administrator,,,,0.0
64059,India,"Developer, full-stack",3-5,,2.0,0.0
64060,,,,,,
64061,,,,,,
64062,,"Developer, full-stack",,,,
64063,,,,,,
64064,,,,,,
64065,Japan,"Developer, embedded applications or devices",1-3,,1.0,0.0
64066,Brazil,"Developer, full-stack",,,,1.0
64067,,,,,,
64068,,,,,,
64069,,,,,,
64070,,,,,,
64071,,"Developer, back-end",,,,
64072,,"Developer, embedded applications or devices",,,,0.0
64073,,,,,,1.0
64074,United States of America,Other (please specify):,,,,0.0
64075,,,,,,1.0
64076,,,,,,1.0
64077,United States of America,"Developer, back-end",,,,
64078,,,,,,1.0
64079,,,,,,1.0
64080,Poland,Blockchain,,,,1.0
64081,,"Developer, back-end",,,,
64082,,"Developer, full-stack",,,,1.0
64083,,,,,,
64084,Australia,Engineering manager,,,,1.0
64085,,,,,,
64086,,,,,,1.0
64087,,,,,,
64088,,,,,,1.0
64089,,,,,,
64090,,Engineering manager,,,,
64091,Poland,DevOps specialist,5-10,,3.0,1.0
64092,,,,,,1.0
64093,,,,,,
64094,,,,,,1.0
64095,Italy,Hardware Engineer,5-10,,3.0,1.0
64096,,,,,,
64097,,,,,,
64098,United States of America,"Developer, full-stack",30+,,7.0,0.0
64099,,,,,,1.0
64100,,,,,,
64101,Ukraine,"Developer, back-end",,,,0.0
64102,Hungary,"Developer, full-stack",10-15,,4.0,1.0
64103,,,,,,1.0
64104,,"Developer, front-end",,,,1.0
64105,,,,,,
64106,,"Developer, back-end",,,,
64107,,,,,,1.0
64108,,,,,,
64109,,,,,,
64110,,,,,,1.0
64111,,,,,,0.0
64112,Mexico,Developer Experience,,,,1.0
64113,,,,,,1.0
64114,,,,,,
64115,,,,,,1.0
64116,,,,,,0.0
64117,,,,,,
64118,,,,,,1.0
64119,,,,,,
64120,,"Developer, desktop or enterprise applications",,,,
64121,Ireland,"Developer, desktop or enterprise applications",20-30,,6.0,0.0
64122,India,"Developer, AI",,,,1.0
64123,,,,,,
64124,Brazil,"Developer, back-end",5-10,,3.0,1.0
64125,,,,,,1.0
64126,,,,,,1.0
64127,Netherlands,"Developer, desktop or enterprise applications",,,,
64128,,,,,,
64129,,,,,,1.0
64130,Germany,"Developer, full-stack",,,,0.0
64131,,,,,,0.0
64132,,Research & Development role,,,,
64133,,,,,,1.0
64134,,,,,,0.0
64135,India,"Developer, front-end",1-3,,1.0,1.0
64136,,,,,,1.0
64137,Spain,"Developer, full-stack",,,,
64138,,,,,,1.0
64139,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",20-30,,6.0,0.0
64140,,,,,,1.0
64141,,,,,,
64142,,,,,,
64143,United States of America,"Developer, back-end",,,,0.0
64144,,,,,,
64145,United States of America,"Developer, desktop or enterprise applications",1-3,,1.0,1.0
64146,,,,,,
64147,Turkey,"Developer, full-stack",,,,
64148,,,,,,
64149,Romania,"Developer, front-end",15-20,,5.0,1.0
64150,,"Developer, back-end",,,,
64151,United States of America,Engineering manager,,,,1.0
64152,,"Developer, front-end",,,,
64153,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",,,,1.0
64154,,,,,,1.0
64155,,,,,,
64156,Germany,Data engineer,,,,1.0
64157,Germany,"Developer, full-stack",1-3,,1.0,1.0
64158,,,,,,1.0
64159,,,,,,
64160,,,,,,
64161,,,,,,
64162,,"Developer, mobile",,,,1.0
64163,,"Developer, mobile",,,,
64164,Kenya,Data engineer,,,,1.0
64165,,,,,,
64166,,,,,,
64167,Netherlands,"Developer, front-end",3-5,,2.0,1.0
64168,,,,,,
64169,India,"Developer, full-stack",20-30,,6.0,0.0
64170,,"Developer, full-stack",,,,
64171,,,,,,
64172,,,,,,1.0
64173,,"Developer, desktop or enterprise applications",,,,
64174,Morocco,Student,,,,1.0
64175,Bulgaria,"Developer, full-stack",,,,0.0
64176,,,,,,
64177,,,,,,
64178,,,,,,0.0
64179,Canada,"Developer, desktop or enterprise applications",,,,0.0
64180,Poland,"Developer, full-stack",30+,,7.0,0.0
64181,,,,,,
64182,,,,,,1.0
64183,,,,,,
64184,,,,,,
64185,,Engineering manager,,,,
64186,Finland,"Developer, full-stack",10-15,,4.0,0.0
64187,Norway,"Developer, full-stack",15-20,,5.0,1.0
64188,India,"Developer, back-end",,,,1.0
64189,,,,,,
64190,,,,,,
64191,,,,,,
64192,,,,,,
64193,,"Developer, back-end",,,,
64194,Germany,Cloud infrastructure engineer,,,,1.0
64195,India,Data engineer,3-5,,2.0,1.0
64196,,,,,,
64197,Germany,"Developer, full-stack",,,,1.0
64198,,,,,,1.0
64199,Russian Federation,"Developer, desktop or enterprise applications",20-30,,6.0,0.0
64200,,"Developer, desktop or enterprise applications",,,,
64201,,,,,,
64202,Poland,DevOps specialist,5-10,,3.0,0.0
64203,,"Developer, front-end",,,,
64204,,,,,,1.0
64205,,Research & Development role,,,,0.0
64206,,,,,,1.0
64207,,,,,,1.0
64208,Canada,"Developer, embedded applications or devices",5-10,,3.0,0.0
64209,,,,,,
64210,,,,,,
64211,,,,,,1.0
64212,Germany,"Developer, full-stack",5-10,,3.0,0.0
64213,Netherlands,"Developer, desktop or enterprise applications",,,,1.0
64214,,,,,,1.0
64215,,,,,,
64216,,,,,,
64217,,,,,,1.0
64218,Austria,Data engineer,5-10,,3.0,0.0
64219,Indonesia,"Developer, mobile",,,,1.0
64220,Serbia,"Developer, full-stack",,,,1.0
64221,,,,,,
64222,,,,,,
64223,India,Student,,,,0.0
64224,,,,,,
64225,,,,,,1.0
64226,,,,,,
64227,Canada,Designer,10-15,,4.0,1.0
64228,Germany,Academic researcher,,,,1.0
64229,United States of America,Project manager,5-10,,3.0,0.0
64230,,,,,,1.0
64231,Denmark,"Developer, full-stack",,,,
64232,,,,,,
64233,,"Developer, back-end",,,,
64234,Japan,System administrator,,,,1.0
64235,,,,,,
64236,,,,,,
64237,Portugal,Data scientist or machine learning specialist,5-10,,3.0,1.0
64238,,,,,,
64239,Germany,"Developer, embedded applications or devices",5-10,,3.0,0.0
64240,,,,,,
64241,,"Developer, full-stack",,,,
64242,,,,,,
64243,,,,,,1.0
64244,Ukraine,"Developer, back-end",,,,1.0
64245,,,,,,1.0
64246,,"Developer, back-end",,,,0.0
64247,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,
64248,,,,,,
64249,Canada,"Developer, back-end",,,,
64250,,,,,,1.0
64251,,,,,,
64252,,,,,,
64253,,"Developer, full-stack",,,,
64254,,,,,,
64255,Uruguay,"Developer, desktop or enterprise applications",20-30,,6.0,1.0
64256,Colombia,"Developer, back-end",10-15,,4.0,1.0
64257,,,,,,
64258,,,,,,
64259,United States of America,Student,,,,
64260,Canada,"Developer, back-end",5-10,,3.0,0.0
64261,Iraq,"Developer, game or graphics",,,,1.0
64262,Germany,Student,,,,0.0
64263,,Product manager,,,,0.0
64264,,,,,,
64265,,,,,,1.0
64266,,"Developer, full-stack",,,,
64267,United States of America,"Developer, full-stack",5-10,,3.0,1.0
64268,,,,,,
64269,Ukraine,"Developer, full-stack",,,,0.0
64270,,,,,,
64271,,,,,,1.0
64272,,,,,,
64273,,,,,,1.0
64274,,,,,,
64275,,,,,,
64276,,,,,,
64277,,,,,,
64278,,,,,,
64279,,,,,,
64280,Mexico,"Developer, front-end",,,,1.0
64281,,,,,,1.0
64282,,,,,,
64283,,,,,,
64284,,,,,,
64285,,,,,,1.0
64286,,,,,,
64287,,,,,,1.0
64288,,,,,,1.0
64289,,"Developer, front-end",,,,
64290,United States of America,"Developer, back-end",,,,1.0
64291,,,,,,1.0
64292,,"Developer, full-stack",,,,
64293,,,,,,
64294,,,,,,1.0
64295,,,,,,1.0
64296,,,,,,
64297,,,,,,
64298,,,,,,1.0
64299,,,,,,
64300,United States of America,"Developer, full-stack",,,,
64301,Austria,,20-30,,6.0,1.0
64302,United States of America,Data or business analyst,,,,1.0
64303,United States of America,"Developer, back-end",5-10,,3.0,0.0
64304,United States of America,Other (please specify):,1-3,,1.0,0.0
64305,Pakistan,Student,,,,1.0
64306,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",,,,1.0
64307,Yemen,Project manager,,,,1.0
64308,,,,,,
64309,Myanmar,"Developer, mobile",,,,1.0
64310,,,,,,
64311,Brazil,"Developer, full-stack",,,,1.0
64312,,,,,,
64313,Hong Kong (S.A.R.),Other (please specify):,10-15,,4.0,0.0
64314,,,,,,
64315,,Data or business analyst,,,,1.0
64316,Algeria,Academic researcher,,,,1.0
64317,,"Developer, back-end",,,,
64318,,,,,,
64319,Czech Republic,"Developer, full-stack",20-30,,6.0,1.0
64320,,,,,,1.0
64321,,,,,,
64322,,,,,,
64323,,"Developer, back-end",,,,
64324,,"Developer, mobile",,,,1.0
64325,,"Developer, back-end",,,,
64326,,,,,,
64327,,,,,,1.0
64328,,,,,,0.0
64329,,,,,,
64330,,,,,,
64331,Mexico,"Developer, full-stack",,,,1.0
64332,United States of America,"Developer, full-stack",1-3,,1.0,0.0
64333,,,,,,
64334,India,"Developer, mobile",,,,1.0
64335,,,,,,1.0
64336,Turkey,"Developer, full-stack",20-30,,6.0,1.0
64337,,,,,,1.0
64338,,,,,,1.0
64339,Mexico,"Developer, back-end",5-10,,3.0,1.0
64340,,,,,,
64341,,,,,,
64342,India,Student,,,,
64343,Afghanistan,,,,,
64344,,"Developer, back-end",,,,
64345,,,,,,
64346,Ukraine,"Developer, embedded applications or devices",,,,0.0
64347,,,,,,
64348,,,,,,
64349,Brazil,"Developer, full-stack",10-15,,4.0,1.0
64350,,,,,,
64351,,,,,,1.0
64352,,,,,,1.0
64353,,"Developer, full-stack",,,,
64354,,,,,,1.0
64355,Argentina,"Developer, full-stack",1-3,,1.0,1.0
64356,Germany,DevOps specialist,,,,0.0
64357,,,,,,
64358,Oman,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
64359,,,,,,1.0
64360,,,,,,
64361,,"Developer, front-end",,,,
64362,Canada,Student,,,,0.0
64363,Spain,Educator,,,,0.0
64364,,,,,,1.0
64365,,,,,,
64366,,,,,,1.0
64367,,,,,,
64368,,,,,,
64369,Pakistan,"Developer, full-stack",5-10,,3.0,1.0
64370,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,10-15,,4.0,0.0
64371,,"Developer, back-end",,,,
64372,Spain,Student,,,,1.0
64373,,,,,,
64374,Austria,Student,<1,,0.0,1.0
64375,,,,,,
64376,Turkey,Student,,,,0.0
64377,,,,,,1.0
64378,,,,,,1.0
64379,,"Developer, full-stack",,,,1.0
64380,,,,,,
64381,,,,,,
64382,,,,,,
64383,United States of America,Other (please specify):,5-10,,3.0,1.0
64384,,"Developer, full-stack",,,,
64385,,,,,,
64386,,,,,,
64387,,,,,,1.0
64388,United States of America,Other (please specify):,,,,0.0
64389,,,,,,
64390,,,,,,
64391,,,,,,1.0
64392,,,,,,1.0
64393,,,,,,
64394,United States of America,DevOps specialist,,,,0.0
64395,United States of America,"Developer, full-stack",20-30,,6.0,1.0
64396,,,,,,1.0
64397,Norway,"Developer, full-stack",,,,1.0
64398,,"Developer, full-stack",,,,
64399,Germany,"Developer, full-stack",5-10,,3.0,1.0
64400,,,,,,1.0
64401,,,,,,
64402,,,,,,1.0
64403,,"Developer, full-stack",,,,
64404,,Student,,,,
64405,,,,,,1.0
64406,,,,,,1.0
64407,,,,,,1.0
64408,,"Senior Executive (C-Suite, VP, etc.)",,,,
64409,Germany,"Developer, back-end",,,,1.0
64410,,,,,,
64411,Slovakia,"Developer, full-stack",30+,,7.0,1.0
64412,,,,,,
64413,United States of America,"Developer, full-stack",,,,
64414,Portugal,Designer,15-20,,5.0,0.0
64415,,,,,,
64416,United States of America,Other (please specify):,,,,
64417,,,,,,
64418,United States of America,Other (please specify):,,,,
64419,,,,,,
64420,,,,,,1.0
64421,,"Developer, embedded applications or devices",,,,
64422,,Project manager,,,,
64423,Australia,"Developer, AI",,,,1.0
64424,Mexico,"Developer, desktop or enterprise applications",,,,
64425,Australia,Other (please specify):,1-3,,1.0,1.0
64426,Canada,Data or business analyst,,,,1.0
64427,United States of America,"Developer, embedded applications or devices",,,,0.0
64428,,,,,,1.0
64429,,System administrator,,,,0.0
64430,United States of America,Student,,,,1.0
64431,Hong Kong (S.A.R.),Project manager,,,,0.0
64432,,"Developer, back-end",,,,
64433,Australia,"Developer, full-stack",,,,
64434,United States of America,Research & Development role,,,,0.0
64435,,,,,,
64436,,,,,,0.0
64437,,,,,,
64438,,,,,,
64439,,,,,,
64440,,,,,,1.0
64441,,Data or business analyst,,,,
64442,,"Developer, full-stack",,,,
64443,,"Developer, AI",,,,
64444,Myanmar,Student,,,,1.0
64445,,,,,,1.0
64446,,,,,,
64447,,,,,,1.0
64448,,,,,,
64449,,,,,,1.0
64450,United States of America,Engineering manager,,,,1.0
64451,United States of America,"Developer, full-stack",,,,1.0
64452,,"Developer, full-stack",,,,1.0
64453,,,,,,1.0
64454,,,,,,
64455,,,,,,
64456,,,,,,1.0
64457,,,,,,
64458,India,"Developer, full-stack",1-3,,1.0,0.0
64459,,,,,,
64460,,,,,,
64461,,,,,,
64462,,,,,,
64463,,,,,,
64464,,,,,,
64465,,,,,,1.0
64466,,,,,,
64467,,,,,,1.0
64468,Australia,"Developer, full-stack",,,,
64469,India,Data engineer,,,,
64470,,"Developer, desktop or enterprise applications",,,,
64471,,,,,,
64472,,"Developer, front-end",,,,
64473,India,"Developer, AI",,,,0.0
64474,,,,,,
64475,India,"Developer, front-end",,,,1.0
64476,,,,,,0.0
64477,India,"Developer, full-stack",,,,1.0
64478,Malaysia,"Developer, front-end",,,,1.0
64479,India,Student,,,,0.0
64480,,,,,,1.0
64481,,,,,,
64482,,,,,,
64483,,,,,,1.0
64484,India,"Developer, back-end",,,,1.0
64485,Viet Nam,Student,,,,1.0
64486,,"Engineer, site reliability",,,,
64487,,"Developer, back-end",,,,
64488,,,,,,
64489,Bangladesh,"Developer, front-end",,,,0.0
64490,Finland,"Developer, mobile",,,,1.0
64491,,,,,,1.0
64492,,,,,,
64493,,,,,,
64494,Afghanistan,Academic researcher,,,,
64495,,,,,,
64496,,,,,,1.0
64497,,,,,,
64498,,"Developer, full-stack",,,,
64499,,"Developer, desktop or enterprise applications",,,,
64500,Kazakhstan,"Developer, back-end",,,,1.0
64501,,,,,,1.0
64502,,,,,,
64503,Norway,System administrator,,,,1.0
64504,India,"Developer, back-end",,,,1.0
64505,Bangladesh,"Developer, full-stack",,,,0.0
64506,,,,,,
64507,,,,,,
64508,,,,,,
64509,India,Other (please specify):,15-20,,5.0,0.0
64510,,,,,,1.0
64511,,,,,,
64512,,,,,,
64513,,,,,,
64514,,,,,,1.0
64515,France,"Developer, full-stack",,,,0.0
64516,India,"Developer, back-end",,,,1.0
64517,India,Student,,,,1.0
64518,,,,,,0.0
64519,,,,,,
64520,Republic of Korea,"Developer, AI",,,,1.0
64521,Australia,"Developer, full-stack",3-5,,2.0,0.0
64522,India,Student,,,,1.0
64523,,,,,,
64524,,"Developer, full-stack",,,,
64525,Switzerland,"Developer, full-stack",20-30,,6.0,1.0
64526,,,,,,
64527,,"Developer, mobile",,,,
64528,Finland,"Developer, front-end",5-10,,3.0,1.0
64529,,,,,,
64530,Switzerland,"Developer, full-stack",,,,
64531,,,,,,1.0
64532,,,,,,1.0
64533,,"Developer, embedded applications or devices",,,,
64534,,,,,,
64535,,,,,,1.0
64536,,"Developer, back-end",,,,0.0
64537,,,,,,
64538,,,,,,
64539,,,,,,
64540,,"Developer, full-stack",,,,
64541,,,,,,0.0
64542,,,,,,
64543,Russian Federation,"Developer, back-end",,,,0.0
64544,,"Developer, front-end",,,,
64545,,"Developer, full-stack",,,,
64546,,,,,,1.0
64547,China,"Developer, full-stack",10-15,,4.0,1.0
64548,,"Developer, front-end",,,,
64549,,,,,,1.0
64550,,,,,,1.0
64551,,DevOps specialist,,,,
64552,,,,,,
64553,,,,,,1.0
64554,,,,,,
64555,,,,,,1.0
64556,Germany,Research & Development role,,,,1.0
64557,,"Developer, full-stack",,,,
64558,,,,,,
64559,,,,,,
64560,,,,,,1.0
64561,,,,,,
64562,Viet Nam,Student,,,,
64563,,,,,,1.0
64564,,,,,,1.0
64565,,,,,,
64566,,,,,,
64567,,,,,,1.0
64568,,,,,,0.0
64569,Germany,"Engineer, site reliability",,,,
64570,France,"Developer, back-end",20-30,,6.0,1.0
64571,,,,,,
64572,,,,,,
64573,,"Developer, full-stack",,,,
64574,,,,,,
64575,,,,,,1.0
64576,Czech Republic,"Developer, back-end",10-15,,4.0,0.0
64577,,,,,,
64578,,,,,,1.0
64579,Turkey,"Developer, full-stack",3-5,,2.0,1.0
64580,,Other (please specify):,,,,
64581,France,"Developer, back-end",,,,
64582,,,,,,1.0
64583,,,,,,
64584,,,,,,0.0
64585,,Academic researcher,,,,
64586,India,"Developer, back-end",,,,1.0
64587,,,,,,
64588,Denmark,Data scientist or machine learning specialist,5-10,,3.0,1.0
64589,,,,,,
64590,,,,,,1.0
64591,,"Developer, full-stack",,,,
64592,,,,,,0.0
64593,,,,,,
64594,Turkey,Engineering manager,10-15,,4.0,0.0
64595,,,,,,1.0
64596,,,,,,
64597,,Other (please specify):,,,,
64598,Finland,"Developer, back-end",,,,1.0
64599,Pakistan,"Developer, full-stack",,,,1.0
64600,Sweden,"Developer, full-stack",,,,0.0
64601,Belgium,"Developer, front-end",,,,
64602,,,,,,
64603,,,,,,1.0
64604,,,,,,1.0
64605,,,,,,1.0
64606,,,,,,
